NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,DegitRatioInURL,NoOfDegitsInURL,NoOfOtherSpecialCharsInURL,URLLength,label,TLD
25,340.0,17,9,4,0,2,0,1.0,302.0,1,0.0,0.0,2.0,34.0,1,de
8,2270.0,233,11,25,1,10,1,1.0,482.0,1,0.0,0.0,1.0,28.0,1,com
378,13135.0,353,118,22,1,8,1,1.0,2046.0,1,0.0,0.0,2.0,33.0,1,br
13,2570.0,136,11,12,1,8,1,1.0,4078.0,1,0.0,0.0,1.0,39.0,1,com
19,1487.0,66,3,12,1,14,1,1.0,956.0,1,0.0,0.0,2.0,37.0,1,org
125,685.0,126,33,20,1,15,1,1.0,9381.0,1,0.083,2.0,1.0,24.0,1,pl
14,198.0,3,4,0,1,0,1,1.0,588.0,0,0.0,0.0,2.0,24.0,1,com
122,1094.0,113,8,7,1,2,1,1.0,4210.0,1,0.0,0.0,1.0,21.0,1,fr
9,2304.0,58,157,20,0,2,1,1.0,2683.0,1,0.0,0.0,1.0,30.0,1,com
42,1654.0,33,32,7,1,3,1,1.0,1225.0,1,0.0,0.0,2.0,33.0,1,com
109,1557.0,77,37,46,1,35,0,1.0,9910.0,1,0.0,0.0,1.0,29.0,1,org
23,971.0,93,39,11,1,3,1,1.0,914.0,1,0.0,0.0,1.0,26.0,1,com
15,2357.0,66,120,19,1,4,1,1.0,2684.0,1,0.0,0.0,1.0,33.0,1,com
42,627.0,46,44,19,1,9,1,1.0,9381.0,1,0.0,0.0,1.0,29.0,1,com
132,841.0,149,73,21,1,11,0,1.0,9381.0,1,0.0,0.0,1.0,27.0,1,fi
51,618.0,33,6,9,1,8,0,1.0,9381.0,0,0.0,0.0,1.0,28.0,1,com
41,446.0,29,33,18,1,12,1,1.0,617.0,1,0.0,0.0,1.0,30.0,1,com
15,2200.0,107,27,26,1,9,1,1.0,2677.0,1,0.0,0.0,1.0,27.0,1,com
10,660.0,2,56,10,1,10,0,1.0,731.0,1,0.0,0.0,1.0,29.0,1,net
121,1859.0,127,19,2,0,1,1,1.0,713.0,1,0.0,0.0,1.0,28.0,1,com
68,431.0,66,11,11,0,6,1,1.0,1820.0,1,0.0,0.0,1.0,31.0,1,com
72,664.0,94,30,17,1,9,1,1.0,8047.0,1,0.0,0.0,1.0,33.0,1,com
148,1274.0,145,23,14,1,19,1,1.0,9455.0,1,0.0,0.0,1.0,28.0,1,com
1,253.0,13,8,0,0,1,1,1.0,832.0,1,0.0,0.0,2.0,28.0,1,net
3,1130.0,134,32,11,1,1,1,1.0,321.0,1,0.0,0.0,1.0,23.0,1,com
119,4366.0,649,74,7,1,1,1,1.0,24491.0,1,0.0,0.0,1.0,24.0,1,com
230,705.0,187,7,11,1,2,1,1.0,768.0,1,0.0,0.0,1.0,24.0,1,com
126,645.0,125,19,17,0,11,1,1.0,12979.0,0,0.0,0.0,2.0,25.0,1,net
6,163.0,10,6,0,0,4,1,1.0,571.0,0,0.0,0.0,2.0,26.0,1,uk
68,451.0,68,23,5,1,3,1,1.0,8004.0,1,0.0,0.0,1.0,25.0,1,com
394,9245.0,673,193,23,1,176,1,1.0,8427.0,1,0.0,0.0,1.0,18.0,1,at
5,974.0,107,134,17,0,8,1,1.0,1135.0,1,0.0,0.0,1.0,24.0,1,am
5,198.0,6,1,7,0,2,1,1.0,259.0,1,0.0,0.0,1.0,32.0,1,com
4,676.0,53,60,6,1,4,1,1.0,717.0,1,0.0,0.0,1.0,36.0,1,com
7,128.0,1,27,1,1,0,0,1.0,578.0,0,0.0,0.0,1.0,27.0,1,de
32,678.0,26,9,22,0,10,1,1.0,8047.0,1,0.0,0.0,1.0,19.0,1,org
21,582.0,0,25,11,1,3,1,1.0,429.0,0,0.0,0.0,1.0,28.0,1,com
103,1374.0,2,22,3,0,1,0,1.0,829.0,1,0.0,0.0,2.0,27.0,1,org
21,1776.0,47,76,14,1,12,1,1.0,16492.0,1,0.0,0.0,1.0,31.0,1,com
15,479.0,0,14,4,1,3,1,1.0,1773.0,1,0.0,0.0,1.0,33.0,1,org
76,408.0,71,11,62,1,27,1,1.0,8031.0,0,0.037,1.0,1.0,27.0,1,com
29,94600.0,0,35,22,0,13,1,1.0,16757.0,0,0.0,0.0,2.0,37.0,1,info
52,664.0,99,38,13,1,12,1,1.0,2176.0,1,0.0,0.0,2.0,27.0,1,pl
22,2302.0,4,17,9,1,8,1,1.0,4263.0,0,0.0,0.0,1.0,28.0,1,org
7,1076.0,54,2,12,1,2,1,1.0,11806.0,1,0.0,0.0,1.0,31.0,1,org
108,492.0,105,24,10,1,7,0,1.0,9819.0,0,0.0,0.0,1.0,33.0,1,org
168,1027.0,143,28,30,1,27,1,1.0,9381.0,0,0.0,0.0,1.0,29.0,1,org
32,791.0,63,21,11,1,5,1,1.0,849.0,1,0.0,0.0,1.0,24.0,1,com
55,901.0,173,85,15,0,4,1,1.0,9930.0,1,0.0,0.0,2.0,25.0,1,net
72,2146.0,52,23,33,1,29,1,1.0,22551.0,1,0.0,0.0,1.0,26.0,1,com
7,119.0,17,1,8,1,3,1,1.0,713.0,1,0.0,0.0,1.0,38.0,1,com
17,2072.0,124,24,4,1,1,1,1.0,1533.0,1,0.0,0.0,1.0,22.0,1,ch
22,853.0,0,42,12,1,2,0,1.0,282.0,1,0.0,0.0,2.0,29.0,1,health
31,737.0,34,0,8,0,3,1,1.0,3711.0,1,0.0,0.0,2.0,30.0,1,uk
17,1110.0,152,63,6,1,5,1,1.0,2436.0,0,0.0,0.0,1.0,25.0,1,org
86,1123.0,75,24,19,0,17,1,1.0,9381.0,1,0.0,0.0,1.0,24.0,1,com
131,1361.0,81,28,9,1,2,1,1.0,1101.0,1,0.0,0.0,2.0,23.0,1,uk
18,5145.0,86,85,18,1,2,1,1.0,3978.0,1,0.0,0.0,1.0,23.0,1,com
15,963.0,89,34,5,1,1,1,1.0,510.0,1,0.0,0.0,1.0,26.0,1,org
57,591.0,236,41,6,1,2,1,1.0,8864.0,1,0.0,0.0,1.0,23.0,1,de
86,1500.0,74,25,19,1,12,1,1.0,9381.0,1,0.0,0.0,1.0,34.0,1,com
23,2475.0,50,29,31,1,42,1,1.0,3653.0,1,0.0,0.0,1.0,30.0,1,com
243,1100.0,208,16,34,1,12,1,1.0,9774.0,1,0.0,0.0,2.0,26.0,1,uk
60,485.0,70,15,10,1,10,1,1.0,6234.0,0,0.0,0.0,2.0,24.0,1,edu
21,15890.0,18,6,12,1,109,1,1.0,15229.0,1,0.0,0.0,1.0,30.0,1,com
28,177.0,12,25,1,1,1,1,1.0,1242.0,0,0.0,0.0,1.0,24.0,1,ca
3,312.0,1,7,11,1,4,0,1.0,595.0,1,0.0,0.0,1.0,22.0,1,com
161,2036.0,155,32,23,1,18,1,1.0,6105.0,1,0.0,0.0,1.0,29.0,1,com
30,2558.0,202,10,11,1,4,1,1.0,15437.0,1,0.0,0.0,1.0,27.0,1,org
62,1534.0,60,21,20,1,11,1,1.0,26342.0,1,0.0,0.0,1.0,23.0,1,com
54,1304.0,39,30,12,1,5,1,1.0,1501.0,1,0.0,0.0,1.0,26.0,1,com
99,2530.0,127,99,18,1,8,1,1.0,2655.0,1,0.0,0.0,1.0,25.0,1,com
6,151.0,11,7,6,1,1,1,1.0,782.0,1,0.0,0.0,1.0,27.0,1,com
10,487.0,0,11,3,0,0,1,1.0,8899.0,1,0.0,0.0,1.0,23.0,1,com
23,5242.0,100,56,19,1,6,1,1.0,17410.0,1,0.0,0.0,1.0,30.0,1,com
8,4286.0,314,123,34,0,5,0,1.0,6142.0,1,0.0,0.0,1.0,23.0,1,com
1,1263.0,1,309,5,1,1,1,1.0,2332.0,0,0.0,0.0,1.0,25.0,1,pl
13,2413.0,47,172,22,1,4,1,1.0,8528.0,1,0.0,0.0,1.0,25.0,1,world
0,958.0,151,24,8,0,8,0,1.0,147.0,1,0.0,0.0,1.0,22.0,1,cn
250,2707.0,221,127,21,1,2,1,1.0,9675.0,1,0.0,0.0,1.0,26.0,1,com
31,755.0,38,0,12,1,3,0,1.0,683.0,0,0.0,0.0,1.0,28.0,1,be
1139,11489.0,991,748,12,1,5,1,1.0,32003.0,1,0.0,0.0,2.0,18.0,1,de
29,1984.0,116,26,23,1,5,1,1.0,2677.0,1,0.0,0.0,1.0,27.0,1,com
7,260.0,0,26,1,1,1,0,1.0,120.0,1,0.0,0.0,1.0,33.0,1,org
16,5060.0,81,1,25,1,17,1,1.0,17082.0,1,0.0,0.0,1.0,23.0,1,gov
46,703.0,59,9,13,1,7,0,1.0,615.0,1,0.0,0.0,1.0,24.0,1,com
56,931.0,52,26,14,1,11,1,1.0,9381.0,0,0.0,0.0,1.0,35.0,1,org
79,1798.0,92,19,38,1,31,1,1.0,36692.0,1,0.0,0.0,2.0,33.0,1,au
24,1994.0,143,224,12,1,4,1,1.0,14810.0,1,0.0,0.0,1.0,30.0,1,com
2,556.0,0,114,1,0,1,1,1.0,417.0,1,0.0,0.0,1.0,31.0,1,com
103,1012.0,101,40,23,1,23,1,1.0,9381.0,1,0.0,0.0,1.0,32.0,1,com
18,873.0,16,26,14,1,3,1,1.0,377.0,1,0.0,0.0,2.0,34.0,1,de
20,3157.0,146,7,2,1,40,0,1.0,2741.0,0,0.0,0.0,1.0,25.0,1,nl
177,737.0,1,36,13,1,4,1,1.0,549.0,1,0.0,0.0,1.0,24.0,1,tw
486,8905.0,399,143,64,1,16,1,1.0,122276.0,1,0.083,2.0,1.0,24.0,1,com
14,3364.0,234,34,11,1,6,1,1.0,2139.0,1,0.0,0.0,1.0,23.0,1,info
61,648.0,55,17,22,0,20,1,1.0,8047.0,1,0.0,0.0,1.0,28.0,1,com
176,1807.0,175,19,10,1,10,1,1.0,10615.0,0,0.0,0.0,1.0,29.0,1,com
54,397.0,51,9,8,0,7,1,1.0,8047.0,1,0.0,0.0,1.0,25.0,1,net
91,2300.0,85,33,22,1,7,0,1.0,3786.0,0,0.0,0.0,1.0,31.0,1,com
55,499.0,44,5,32,1,30,1,1.0,8047.0,1,0.0,0.0,1.0,27.0,1,com
23,587.0,0,31,1,0,1,1,1.0,3009.0,0,0.0,0.0,1.0,18.0,1,pl
69,583.0,64,22,26,1,14,0,1.0,1746.0,0,0.0,0.0,1.0,31.0,1,com
14,2054.0,89,13,19,1,51,1,1.0,3137.0,1,0.0,0.0,1.0,25.0,1,com
8,1322.0,36,50,6,0,14,0,1.0,2031.0,1,0.0,0.0,3.0,31.0,1,de
40,1182.0,176,20,15,0,13,1,1.0,627.0,1,0.0,0.0,2.0,21.0,1,cn
36,420.0,32,20,14,1,23,1,1.0,278.0,1,0.0,0.0,2.0,29.0,1,sg
30,403.0,33,1,5,0,2,0,1.0,541.0,1,0.0,0.0,1.0,20.0,1,org
146,8913.0,275,298,21,1,42,1,1.0,9606.0,1,0.0,0.0,1.0,24.0,1,org
124,757.0,118,23,18,1,16,1,1.0,10058.0,1,0.0,0.0,1.0,19.0,1,edu
176,1807.0,193,32,28,1,13,1,1.0,9381.0,1,0.0,0.0,1.0,24.0,1,org
27,828.0,74,14,32,1,22,1,1.0,2553.0,1,0.0,0.0,1.0,28.0,1,info
69,1248.0,86,15,14,1,12,1,1.0,540.0,1,0.0,0.0,1.0,36.0,1,com
17,6649.0,48,18,107,1,51,1,1.0,33327.0,1,0.0,0.0,1.0,23.0,1,org
3,226.0,35,4,2,0,3,1,1.0,164.0,1,0.0,0.0,1.0,19.0,1,org
94,1224.0,193,46,22,1,7,1,1.0,4294.0,1,0.0,0.0,1.0,27.0,1,com
108,427.0,101,18,6,1,1,1,1.0,1778.0,1,0.0,0.0,1.0,21.0,1,mx
162,1063.0,80,46,25,1,15,1,1.0,9819.0,0,0.0,0.0,1.0,29.0,1,com
85,1988.0,40,106,13,1,13,1,1.0,2170.0,1,0.0,0.0,2.0,20.0,1,id
146,1531.0,137,21,28,1,31,1,1.0,12233.0,1,0.0,0.0,1.0,25.0,1,com
56,1916.0,196,17,39,1,22,1,1.0,747.0,1,0.0,0.0,1.0,26.0,1,news
100,3314.0,87,62,9,1,39,1,1.0,6811.0,0,0.0,0.0,1.0,31.0,1,com
22,521.0,61,30,7,1,1,1,1.0,472.0,1,0.0,0.0,1.0,28.0,1,com
60,426.0,0,11,2,1,2,0,1.0,526.0,0,0.0,0.0,1.0,25.0,1,info
13,1265.0,77,26,12,1,2,1,1.0,15065.0,1,0.0,0.0,1.0,33.0,1,com
144,4499.0,121,29,9,1,4,1,1.0,9458.0,0,0.0,0.0,1.0,23.0,1,nl
19,200.0,17,16,3,1,1,1,1.0,356.0,0,0.0,0.0,1.0,28.0,1,net
211,978.0,200,24,20,1,16,1,1.0,9381.0,1,0.0,0.0,1.0,22.0,1,net
108,1387.0,114,34,21,1,18,1,1.0,9381.0,1,0.0,0.0,1.0,37.0,1,org
35,1218.0,68,31,17,1,12,1,1.0,16681.0,1,0.0,0.0,1.0,17.0,1,ro
17,219.0,0,21,2,1,2,1,1.0,258.0,1,0.0,0.0,1.0,30.0,1,fr
15,1138.0,58,23,11,1,4,1,1.0,6957.0,1,0.0,0.0,1.0,26.0,1,com
69,7450.0,201,66,33,1,52,1,1.0,10528.0,1,0.08,2.0,3.0,25.0,1,us
59,748.0,0,20,18,0,19,1,1.0,9565.0,0,0.0,0.0,1.0,29.0,1,com
44,565.0,39,16,12,0,9,1,1.0,13165.0,0,0.0,0.0,3.0,35.0,1,com
96,1597.0,88,18,24,1,21,1,1.0,8047.0,1,0.071,2.0,1.0,28.0,1,net
23,294.0,19,6,10,0,21,0,1.0,3107.0,0,0.0,0.0,1.0,21.0,1,ca
151,2540.0,124,37,22,1,3,1,1.0,4714.0,0,0.0,0.0,1.0,29.0,1,com
113,1102.0,197,66,14,1,2,0,1.0,6399.0,1,0.0,0.0,1.0,22.0,1,ru
120,689.0,117,15,36,1,18,1,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,com
124,579.0,111,13,3,1,2,0,1.0,1746.0,0,0.0,0.0,1.0,28.0,1,com
7,341.0,7,17,4,0,2,1,1.0,2005.0,1,0.0,0.0,2.0,22.0,1,org
45,326.0,86,8,7,1,1,1,1.0,4967.0,0,0.0,0.0,4.0,41.0,1,com
88,1136.0,0,28,26,0,21,1,1.0,9381.0,1,0.0,0.0,1.0,22.0,1,io
71,573.0,56,10,11,1,10,1,1.0,11987.0,1,0.0,0.0,1.0,28.0,1,com
142,2830.0,96,90,2,1,0,1,1.0,635.0,0,0.0,0.0,1.0,36.0,1,com
85,3062.0,278,24,55,1,6,1,1.0,5327.0,1,0.0,0.0,1.0,28.0,1,org
8,6104.0,21,13,14,1,16,0,1.0,2439.0,0,0.0,0.0,1.0,26.0,1,com
14,1855.0,107,48,32,1,5,1,1.0,4033.0,1,0.0,0.0,1.0,30.0,1,com
136,767.0,128,10,14,0,7,1,1.0,8280.0,0,0.0,0.0,1.0,29.0,1,com
9,1098.0,189,52,26,1,17,1,1.0,1004.0,1,0.0,0.0,1.0,34.0,1,com
43,1417.0,18,22,3,1,5,1,1.0,2177.0,1,0.0,0.0,1.0,35.0,1,net
71,1909.0,61,24,5,1,3,1,1.0,23899.0,1,0.0,0.0,2.0,28.0,1,au
8,305.0,30,14,5,0,4,1,1.0,285.0,0,0.0,0.0,2.0,44.0,1,pl
283,2571.0,177,48,10,1,3,1,1.0,4068.0,0,0.0,0.0,1.0,28.0,1,com
108,1142.0,109,28,8,1,1,1,1.0,1432.0,1,0.0,0.0,2.0,26.0,1,com
24,1035.0,79,12,13,1,2,1,1.0,3941.0,1,0.0,0.0,1.0,26.0,1,com
8,334.0,2,17,5,0,6,0,1.0,242.0,1,0.0,0.0,1.0,25.0,1,org
92,929.0,85,25,30,1,15,1,1.0,9381.0,1,0.0,0.0,1.0,33.0,1,org
44,3510.0,116,33,23,1,18,1,1.0,14913.0,1,0.0,0.0,1.0,22.0,1,com
93,1319.0,24,79,11,1,5,1,1.0,1306.0,1,0.0,0.0,2.0,28.0,1,de
165,1800.0,139,78,30,1,16,1,1.0,670.0,1,0.0,0.0,1.0,33.0,1,com
16,1429.0,70,34,17,0,8,1,1.0,1502.0,1,0.0,0.0,1.0,21.0,1,com
4,3192.0,925,31,7,1,2,1,1.0,970.0,1,0.0,0.0,1.0,30.0,1,com
37,2429.0,178,46,9,1,18,1,1.0,4561.0,1,0.0,0.0,1.0,18.0,1,it
108,1192.0,83,35,8,1,4,1,1.0,4224.0,1,0.0,0.0,1.0,33.0,1,com
152,4764.0,202,104,29,1,7,1,1.0,8203.0,1,0.0,0.0,1.0,31.0,1,com
8,250.0,6,9,5,0,4,0,1.0,197.0,1,0.0,0.0,1.0,26.0,1,com
84,1214.0,87,32,16,1,8,0,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,org
57,348.0,15,21,6,1,1,1,1.0,1532.0,1,0.0,0.0,2.0,22.0,1,tr
5,1055.0,66,21,6,0,2,1,1.0,745.0,1,0.0,0.0,1.0,20.0,1,net
18,535.0,15,46,11,1,6,0,1.0,1553.0,1,0.0,0.0,2.0,39.0,1,com
31,644.0,154,23,22,1,12,1,1.0,1153.0,0,0.0,0.0,1.0,24.0,1,com
9,315.0,0,25,15,0,9,1,1.0,1090.0,1,0.0,0.0,1.0,31.0,1,com
8,598.0,2,47,19,1,4,1,1.0,458.0,1,0.0,0.0,2.0,20.0,1,jp
50,2435.0,449,52,34,0,11,1,1.0,33944.0,1,0.0,0.0,2.0,31.0,1,de
47,9751.0,105,68,39,1,46,1,1.0,10527.0,0,0.074,2.0,3.0,27.0,1,us
172,1300.0,150,56,20,1,14,1,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,com
5,736.0,9,49,4,1,2,0,1.0,7759.0,1,0.0,0.0,1.0,31.0,1,com
157,901.0,124,4,10,1,10,1,1.0,507.0,1,0.0,0.0,2.0,26.0,1,jp
21,451.0,17,3,13,1,5,1,1.0,7559.0,1,0.0,0.0,2.0,32.0,1,nl
278,2515.0,267,66,8,1,8,1,1.0,25824.0,1,0.0,0.0,1.0,26.0,1,com
68,435.0,55,22,19,1,13,1,1.0,9381.0,1,0.0,0.0,1.0,22.0,1,cz
24,714.0,43,10,11,1,3,1,1.0,863.0,0,0.0,0.0,1.0,23.0,1,edu
29,24110.0,55,48,34,1,61,0,1.0,11469.0,1,0.0,0.0,1.0,29.0,1,com
19,1146.0,16,3,4,1,1,1,1.0,8902.0,0,0.0,0.0,1.0,23.0,1,net
175,1085.0,157,49,21,1,9,1,1.0,626.0,0,0.0,0.0,2.0,22.0,1,in
27,604.0,12,26,4,0,4,1,1.0,560.0,0,0.0,0.0,1.0,24.0,1,com
11,748.0,61,35,25,1,18,1,1.0,8298.0,1,0.0,0.0,2.0,30.0,1,cz
497,4288.0,497,55,79,1,46,1,1.0,21301.0,1,0.0,0.0,2.0,24.0,1,my
21,160.0,19,15,7,1,3,0,1.0,424.0,1,0.0,0.0,1.0,31.0,1,fr
4,326.0,0,13,18,1,4,1,1.0,623.0,1,0.0,0.0,1.0,29.0,1,com
22,931.0,52,9,7,1,3,1,1.0,13904.0,0,0.0,0.0,1.0,28.0,1,com
27,2901.0,76,30,19,1,2,1,1.0,3983.0,1,0.0,0.0,1.0,23.0,1,com
38,636.0,35,50,18,1,6,0,1.0,1835.0,1,0.065,2.0,1.0,31.0,1,nl
165,1892.0,144,11,19,1,24,1,1.0,449.0,1,0.0,0.0,2.0,33.0,1,id
171,1072.0,154,63,15,1,12,0,1.0,9456.0,0,0.0,0.0,1.0,25.0,1,org
24,2149.0,73,24,72,0,4,1,1.0,447.0,0,0.0,0.0,2.0,20.0,1,uk
11,1426.0,29,56,16,1,2,1,1.0,3970.0,1,0.0,0.0,1.0,31.0,1,com
3,4937.0,349,2,8,1,5,1,1.0,871.0,1,0.036,1.0,1.0,28.0,1,com
495,3113.0,53,3,12,1,2,1,1.0,492.0,1,0.0,0.0,3.0,30.0,1,au
34,2092.0,175,26,18,1,16,1,1.0,4040.0,1,0.0,0.0,2.0,27.0,1,edu
103,4050.0,103,7,28,1,20,1,1.0,9399.0,1,0.0,0.0,1.0,25.0,1,biz
7,700.0,32,10,15,0,10,0,1.0,479.0,1,0.0,0.0,1.0,34.0,1,us
9,568.0,3,3,0,1,1,1,1.0,366.0,1,0.0,0.0,1.0,21.0,1,org
66,3172.0,63,18,18,0,14,1,1.0,9848.0,0,0.0,0.0,1.0,18.0,1,kn
25,557.0,84,11,11,1,8,1,1.0,2153.0,1,0.0,0.0,2.0,26.0,1,ca
154,1835.0,140,13,53,1,32,1,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,com
16,5965.0,55,33,22,1,4,1,1.0,14716.0,1,0.0,0.0,1.0,31.0,1,com
23,3147.0,50,150,22,1,4,1,1.0,10943.0,1,0.0,0.0,1.0,23.0,1,co
139,3014.0,121,77,31,1,8,1,1.0,4293.0,0,0.0,0.0,2.0,26.0,1,com
77,4078.0,66,24,35,1,21,1,1.0,9639.0,1,0.0,0.0,1.0,23.0,1,com
3,528.0,9,35,3,1,9,1,1.0,4069.0,1,0.0,0.0,1.0,32.0,1,com
5,628.0,23,4,11,1,5,0,1.0,1458.0,1,0.0,0.0,1.0,24.0,1,com
74,408.0,26,1,3,1,0,0,1.0,1016.0,0,0.0,0.0,1.0,29.0,1,com
80,1221.0,72,29,34,1,27,1,1.0,9381.0,1,0.0,0.0,1.0,37.0,1,com
16,450.0,109,36,12,1,2,1,1.0,482.0,1,0.0,0.0,1.0,23.0,1,com
81,502.0,71,9,29,1,18,0,1.0,1820.0,0,0.0,0.0,1.0,31.0,1,com
60,1096.0,395,15,13,1,7,1,1.0,11216.0,1,0.0,0.0,2.0,22.0,1,au
122,907.0,35,59,17,1,11,1,1.0,8047.0,1,0.0,0.0,1.0,24.0,1,com
191,1310.0,162,22,13,1,8,1,1.0,9418.0,1,0.0,0.0,1.0,21.0,1,it
55,295.0,53,9,8,0,5,1,1.0,9381.0,1,0.0,0.0,2.0,20.0,1,uk
360,4432.0,298,342,50,1,60,1,1.0,3452.0,1,0.0,0.0,1.0,32.0,1,com
170,1929.0,190,26,29,1,11,1,1.0,1667.0,1,0.0,0.0,1.0,24.0,1,com
333,2281.0,243,132,26,1,18,1,1.0,46692.0,0,0.0,0.0,1.0,31.0,1,com
101,740.0,72,34,17,1,20,1,1.0,9381.0,0,0.0,0.0,1.0,26.0,1,com
14,698.0,1,16,5,1,5,1,1.0,1045.0,1,0.0,0.0,1.0,19.0,1,org
45,262.0,41,10,8,0,4,1,1.0,1839.0,0,0.0,0.0,1.0,22.0,1,nu
33,1213.0,194,47,10,1,2,1,1.0,1637.0,1,0.0,0.0,1.0,31.0,1,com
33,1002.0,88,21,16,1,8,1,1.0,1122.0,1,0.0,0.0,1.0,33.0,1,com
38,1104.0,269,24,20,1,52,1,1.0,1960.0,1,0.0,0.0,1.0,26.0,1,com
180,5101.0,145,83,10,1,5,1,1.0,36443.0,1,0.0,0.0,2.0,26.0,1,uk
235,1318.0,221,48,8,1,6,1,1.0,9381.0,1,0.0,0.0,1.0,28.0,1,com
22,795.0,118,22,10,1,66,1,1.0,2223.0,0,0.0,0.0,2.0,24.0,1,com
53,262.0,92,5,9,0,1,1,1.0,555.0,0,0.0,0.0,1.0,26.0,1,com
16,1508.0,0,18,5,1,1,1,1.0,165.0,0,0.0,0.0,1.0,29.0,1,com
540,9376.0,536,147,8,1,25,1,1.0,552.0,1,0.0,0.0,1.0,22.0,1,si
181,1321.0,178,77,17,1,9,1,1.0,9381.0,1,0.0,0.0,1.0,30.0,1,com
105,858.0,82,33,29,1,15,1,1.0,12704.0,1,0.0,0.0,1.0,21.0,1,com
85,3769.0,192,86,18,1,8,1,1.0,3832.0,1,0.0,0.0,1.0,22.0,1,com
1,1462.0,108,7,3,0,3,0,1.0,236.0,0,0.0,0.0,4.0,41.0,1,de
393,3341.0,361,156,15,1,8,1,1.0,14421.0,1,0.0,0.0,2.0,30.0,1,za
10,365.0,19,9,9,1,8,1,1.0,447.0,1,0.0,0.0,1.0,37.0,1,com
68,495.0,57,8,20,1,13,1,1.0,5809.0,0,0.0,0.0,1.0,30.0,1,com
17,980.0,4,29,2,1,0,1,1.0,490.0,1,0.0,0.0,1.0,19.0,1,org
98,1079.0,96,22,47,1,19,1,1.0,11002.0,1,0.0,0.0,1.0,25.0,1,com
114,1054.0,101,47,4,1,1,1,1.0,2386.0,1,0.0,0.0,2.0,28.0,1,hu
8,385.0,13,24,10,1,1,1,1.0,396.0,1,0.0,0.0,2.0,31.0,1,jp
21,1007.0,381,23,30,1,27,1,1.0,4044.0,0,0.0,0.0,2.0,21.0,1,in
35,903.0,9,53,8,1,3,1,1.0,8488.0,1,0.0,0.0,1.0,23.0,1,com
11,909.0,34,21,9,1,5,1,1.0,2723.0,1,0.0,0.0,1.0,30.0,1,org
215,2923.0,201,139,82,1,49,1,1.0,8121.0,1,0.0,0.0,1.0,22.0,1,com
3,176.0,1,12,11,0,4,1,1.0,329.0,1,0.0,0.0,1.0,21.0,1,cz
187,1575.0,144,37,34,0,40,1,1.0,8047.0,0,0.0,0.0,1.0,37.0,1,com
37,2368.0,187,55,23,1,11,1,1.0,458.0,1,0.0,0.0,1.0,32.0,1,com
4,220.0,0,4,2,0,1,1,1.0,906.0,1,0.0,0.0,1.0,31.0,1,com
2,419.0,12,18,11,1,5,1,1.0,226.0,0,0.0,0.0,1.0,24.0,1,com
39,1189.0,32,31,18,1,2,1,1.0,1076.0,1,0.0,0.0,1.0,29.0,1,com
12,1408.0,18,19,6,0,4,1,1.0,687.0,1,0.0,0.0,1.0,26.0,1,tech
8,186.0,26,11,5,1,4,0,1.0,621.0,0,0.0,0.0,1.0,25.0,1,cat
73,2983.0,77,8,13,1,1,1,1.0,4949.0,0,0.0,0.0,1.0,24.0,1,com
29,778.0,20,19,23,1,14,1,1.0,1819.0,1,0.0,0.0,1.0,30.0,1,net
9,9182.0,238,170,23,0,4,1,1.0,3961.0,1,0.0,0.0,1.0,28.0,1,com
126,540.0,122,38,28,1,1,1,1.0,3169.0,1,0.0,0.0,3.0,34.0,1,ar
119,814.0,107,19,11,1,9,1,1.0,9381.0,1,0.0,0.0,1.0,26.0,1,com
161,1328.0,153,51,12,1,2,0,1.0,5960.0,1,0.0,0.0,1.0,29.0,1,org
141,1937.0,0,81,11,1,10,1,1.0,8047.0,0,0.0,0.0,2.0,25.0,1,com
77,898.0,75,46,27,1,15,1,1.0,6850.0,0,0.0,0.0,1.0,23.0,1,com
56,2486.0,194,87,5,1,1,1,1.0,549.0,1,0.0,0.0,1.0,20.0,1,de
65,865.0,43,14,4,1,1,1,1.0,548.0,1,0.0,0.0,1.0,27.0,1,org
13,638.0,8,5,4,1,4,1,1.0,2049.0,1,0.0,0.0,1.0,22.0,1,com
171,1366.0,171,103,41,1,26,0,1.0,9381.0,0,0.0,0.0,1.0,29.0,1,com
46,1484.0,49,32,7,1,2,0,1.0,8688.0,1,0.0,0.0,1.0,26.0,1,org
10,5752.0,292,233,20,1,4,1,1.0,2682.0,1,0.0,0.0,1.0,29.0,1,com
184,1090.0,175,40,17,1,10,1,1.0,5329.0,1,0.0,0.0,1.0,22.0,1,de
78,2345.0,93,15,8,1,4,1,1.0,1508.0,1,0.0,0.0,1.0,23.0,1,edu
29,2139.0,160,53,5,1,11,1,1.0,4755.0,0,0.0,0.0,1.0,28.0,1,com
51,849.0,195,37,9,1,5,1,1.0,303.0,1,0.0,0.0,4.0,28.0,1,jp
3,153.0,5,3,3,0,0,0,1.0,1052.0,0,0.0,0.0,1.0,29.0,1,com
107,3458.0,431,116,28,1,28,1,1.0,9303.0,1,0.0,0.0,2.0,30.0,1,jp
